,SubjID,h1_demo_age_nontrad1,h1_demo_gender_male1,h1_demo_ethn_Lat1,h1_demo_ethn_Afr1,h1_demo_ethn_Asn1,h1_demo_ethn_Euro1,h1_demo_ethn_MENA1,h1_demo_ethn_Other1,h1_demo_parents_y_1,h1_demo_addl_lang_EngOther1,h1_demo_first_semest1,h1_regents_avg,h1_ESSES_avg,h1_textbook_y_1,h1_blackboard_y_1,synchronous1,section,HUMAN_attn,HUMAN_work,HUMAN_course,HUMAN_mental,HUMAN_sleep,HUMAN_family,HUMAN_tech,HUMAN_instr,HUMAN_disrupt,Attrition,Section.Type,GPA,h1_ESSES_Read_1,h1_ESSES_Read_2,h1_ESSES_Read_3,h1_ESSES_Read_4_reverse,h1_ESSES_Read_avg,h1_ESSES_Research_1,h1_ESSES_Research_2,h1_ESSES_Research_3,h1_ESSES_Research_4_reverse,h1_ESSES_Research_5,h1_ESSES_Research_avg,h1_ESSES_IL_1,h1_ESSES_IL_2_reverse,h1_ESSES_IL_3_reverse,h1_ESSES_IL_4,h1_ESSES_IL_avg,h1_ESSES_Tech_1,h1_ESSES_Tech_2,h1_ESSES_Tech_3_reverse,h1_ESSES_Tech_4,h1_ESSES_Tech_5,h1_ESSES_Tech_avg,h1_regents_correct1_1,h1_regents_correct1_2,h1_regents_correct1_3,h1_regents_correct1_4,h1_regents_correct1_5,h1_regents_correct1_6
191,SA0445,0,0,0,0,0,1,0,0,0,0,0,0.833333333,3.055555556,1,1,0,SA,0,1,0,1,0,0,0,0,1,0,regular,4,4,4,3,3,3.5,2,4,2,1,4,2.6,4,4,3,2,3.25,3,2,3,4,3,3,0,1,1,1,1,1
192,SA8619,0,0,0,0,1,0,0,0,0,1,0,0.833333333,4,1,1,0,SA,1,0,0,0,0,1,0,1,0,0,regular,2,5,5,4,2,4,4,4,4,3,4,3.8,5,3,3,3,3.5,5,4,4,5,5,4.6,1,1,1,1,0,1
193,SA5025,0,1,0,0,0,1,0,0,1,0,0,0.833333333,4.388888889,1,1,0,SA,1,0,0,0,0,0,0,0,0,0,regular,4,5,5,5,4,4.75,5,5,5,5,3,4.6,5,5,4,5,4.75,5,5,2,5,1,3.6,1,1,1,1,1,0
194,SA0045,0,0,1,0,0,0,0,0,0,1,0,0.333333333,4.555555556,1,1,0,SA,0,0,0,0,0,0,1,0,0,0,regular,3.7,6,5,5,5,5.25,5,4,4,4,4,4.2,5,5,4,5,4.75,4,4,3,5,5,4.2,1,0,1,0,0,0
195,SA3057,1,0,1,0,0,0,0,0,0,1,1,0.666666667,3.777777778,0,0,0,SA,1,1,0,0,0,1,0,0,1,0,regular,3.3,5,5,3,5,4.5,4,5,5,3,3,4,3,3,3,3,3,5,4,1,6,2,3.6,0,1,1,0,1,1
196,SA0515,0,0,0,1,0,0,0,0,0,0,0,0.666666667,3.944444444,1,0,0,SA,0,0,0,0,0,0,1,1,0,0,regular,0,5,4,3,4,4,4,5,5,3,4,4.2,4,3,3,4,3.5,4,4,4,3,5,4,0,1,1,1,0,1
197,SA8601,0,0,0,0,0,1,0,0,1,0,0,0.5,4.722222222,1,1,0,SA,0,0,0,0,0,0,0,1,0,0,regular,0,3,5,5,5,4.5,5,5,5,5,5,5,5,4,4,4,4.25,5,5,4,6,5,5,0,1,1,0,0,1
198,SA2867,0,0,1,0,0,0,0,0,0,0,0,0.666666667,3.444444444,1,1,0,SA,1,1,0,1,0,0,0,0,0,0,regular,4,4,4,4,2,3.5,2,4,4,2,4,3.2,4,3,2,4,3.25,4,3,2,5,5,3.8,1,0,1,0,1,1
199,SA6223,0,0,0,0,0,1,0,0,1,1,1,0.833333333,3.833333333,1,1,0,SA,0,0,0,0,0,0,1,1,0,0,regular,4,5,5,4,3,4.25,5,5,4,3,4,4.2,4,3,3,3,3.25,4,4,2,5,3,3.6,1,1,1,1,1,0
200,SA2642,0,1,1,0,0,0,0,0,1,1,0,0.666666667,3.388888889,0,1,0,SA,0,0,0,0,1,0,0,0,0,0,regular,2.3,5,5,4,2,4,2,4,5,1,1,2.6,5,3,1,4,3.25,5,1,6,2,5,3.8,1,1,1,1,0,0
201,SA5428,0,1,0,0,0,1,0,0,1,1,0,1,4.333333333,1,1,0,SA,0,0,0,0,0,0,0,0,0,0,regular,4,5,5,4,4,4.5,4,5,6,4,3,4.4,4,4,4,4,4,5,4,4,5,4,4.4,1,1,1,1,1,1
202,SA5222,0,0,0,1,0,0,0,0,1,1,0,0.333333333,3.166666667,0,1,0,SA,0,0,0,1,1,0,1,1,0,1,regular,NA,4,3,5,4,4,3,3,2,2,4,2.8,3,3,2,3,2.75,5,3,2,4,2,3.2,0,1,0,1,0,0
203,SA4790,0,0,0,0,0,1,0,0,1,1,0,0.666666667,3.666666667,1,1,0,SA,0,0,0,0,0,1,1,0,0,0,regular,4,5,4,3,3,3.75,2,3,4,4,3,3.2,4,5,4,5,4.5,4,2,3,5,3,3.4,0,1,1,1,1,0
204,SA4194,1,1,0,0,1,0,0,0,0,1,1,1,5.444444444,1,1,0,SA,1,0,0,0,0,0,1,0,0,0,regular,4,5,5,5,5,5,5,5,6,6,5,5.4,5,6,6,5,5.5,6,6,6,6,5,5.8,1,1,1,1,1,1
205,SA6934,1,1,0,0,0,1,0,0,0,0,0,0.833333333,4.666666667,1,1,0,SA,0,0,0,0,0,0,0,0,1,0,regular,4,6,5,4,5,5,5,4,5,5,4,4.6,5,5,3,6,4.75,4,5,3,6,4,4.4,0,1,1,1,1,1
206,SA5774,1,0,0,0,1,0,0,0,0,1,0,0.833333333,4.444444444,1,1,0,SA,0,0,0,0,0,1,0,0,0,0,regular,4,5,4,5,3,4.25,5,4,4,3,4,4,4,5,5,5,4.75,5,5,5,5,4,4.8,1,1,1,1,1,0
207,SA1921,1,1,0,0,0,1,0,0,0,1,1,0.833333333,5.055555556,1,0,0,SA,0,1,1,1,0,0,0,1,0,0,regular,4,6,6,4,5,5.25,5,5,5,5,5,5,5,5,5,3,4.5,6,5,5,6,5,5.4,1,1,1,1,0,1
208,SA4299,0,1,0,0,1,0,0,0,0,1,0,0.833333333,4.055555556,0,1,0,SA,0,0,0,0,0,0,1,0,0,0,regular,0,5,5,4,4,4.5,4,4,4,4,3,3.8,4,4,4,4,4,4,5,2,5,4,4,1,1,1,1,0,1
209,SA0145,0,0,0,0,1,0,0,0,1,1,0,0.833333333,4.444444444,1,1,0,SA,0,0,1,0,0,0,1,0,1,0,regular,4,5,5,4,3,4.25,5,5,5,3,4,4.4,4,4,4,4,4,5,5,5,5,5,5,1,0,1,1,1,1
210,SA5837,0,1,0,0,0,1,0,0,1,1,0,0.833333333,4.277777778,1,1,0,SA,0,0,0,0,0,0,0,0,0,0,regular,4,5,5,5,4,4.75,4,4,4,4,4,4,4,5,4,4,4.25,4,4,4,5,4,4.2,1,1,1,0,1,1
211,SA1840,1,0,1,0,0,0,0,0,0,1,1,0.833333333,4.222222222,1,1,0,SA,0,1,0,0,0,1,0,0,1,0,regular,4,4,5,4,4,4.25,5,4,5,4,4,4.4,4,4,4,4,4,5,5,3,5,3,4.2,1,0,1,1,1,1
212,SA5761,0,0,0,0,0,1,0,0,0,0,0,1,3.833333333,1,1,0,SA,0,0,0,0,0,0,1,0,0,0,regular,4,5,5,4,3,4.25,4,4,5,3,4,4,4,3,3,4,3.5,4,4,3,4,3,3.6,1,1,1,1,1,1
213,SA1992,0,1,0,0,0,1,0,0,1,0,0,1,6,1,1,0,SA,0,0,0,0,0,0,1,0,0,0,regular,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1
214,SA2413,0,0,0,0,0,0,0,0,1,1,0,0.666666667,4.833333333,1,1,0,SA,0,0,0,0,0,0,0,1,0,0,regular,1,4,4,5,5,4.5,6,5,5,5,6,5.4,6,2,5,5,4.5,6,4,3,6,5,4.8,1,1,1,1,0,0
215,SA1940,0,0,0,0,0,1,0,0,0,0,0,0.666666667,3.444444444,0,0,0,SA,0,0,1,1,0,0,1,0,0,1,regular,NA,5,5,3,3,4,4,3,3,3,5,3.6,2,5,2,4,3.25,2,4,2,6,1,3,1,0,1,1,0,1
216,SA2656,0,1,0,0,0,1,0,0,0,1,1,0.833333333,5.388888889,1,0,0,SA,0,0,0,0,0,0,1,0,1,0,regular,4,6,6,6,6,6,4,5,6,5,5,5,5,4,4,5,4.5,6,6,6,6,6,6,1,1,1,1,1,0
217,SA5422,0,1,1,0,0,0,0,0,1,0,0,1,3.555555556,1,0,0,SA,0,0,0,0,0,0,0,0,0,0,regular,4,4,3,3,4,3.5,3,3,4,4,2,3.2,3,3,5,3,3.5,4,4,4,5,3,4,1,1,1,1,1,1
218,SA4210,0,1,1,0,0,0,0,0,1,0,0,1,4.222222222,1,1,0,SA,1,0,0,0,0,0,0,1,0,0,regular,2.7,6,5,6,3,5,5,5,5,5,4,4.8,5,3,3,4,3.75,5,4,2,4,2,3.4,1,1,1,1,1,1
219,SA9749,1,1,0,0,0,1,0,1,1,1,0,1,4.944444444,1,1,0,SA,0,1,1,0,0,0,0,0,0,0,regular,4,5,5,5,5,5,6,6,5,6,5,5.6,4,3,4,5,4,5,6,5,5,4,5,1,1,1,1,1,1
220,SA8899,0,0,0,0,0,1,0,0,1,0,0,1,4.277777778,1,0,0,SA,0,0,0,0,0,1,1,0,0,0,regular,4,6,5,5,4,5,4,4,5,3,4,4,5,3,4,4,4,4,4,3,5,5,4.2,1,1,1,1,1,1
221,SA0111,0,1,0,0,0,1,0,0,1,0,0,1,4.5,1,1,0,SA,0,1,0,0,0,0,1,0,0,0,regular,4,5,5,4,5,4.75,4,5,4,5,4,4.4,3,3,5,6,4.25,6,5,2,6,4,4.6,1,1,1,1,1,1
222,SA7345,0,0,0,0,0,1,0,0,1,1,0,0.333333333,5.388888889,1,1,0,SA,0,0,0,0,0,0,1,0,0,0,regular,0,6,6,6,4,5.5,6,6,6,4,3,5,6,5,5,5,5.25,6,6,5,6,6,5.8,0,1,1,0,0,0
223,SA6680,0,0,1,0,0,0,0,0,1,0,1,0.833333333,4.166666667,1,1,0,SA,0,1,0,0,0,1,1,0,0,1,regular,NA,4,4,4,4,4,4,4,3,3,4,3.6,5,5,5,5,5,4,5,3,5,4,4.2,1,1,1,1,1,0
224,SA4820,1,0,0,0,0,1,0,0,1,0,0,1,5.166666667,1,1,0,SA,0,0,0,0,0,0,0,0,0,0,regular,4,6,6,6,5,5.75,4,4,4,5,4,4.2,5,5,5,5,5,6,6,5,6,6,5.8,1,1,1,1,1,1
225,SA7875,1,0,1,0,0,1,0,0,0,1,1,1,5.666666667,1,1,0,SA,0,0,0,0,0,0,0,0,0,0,regular,4,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,6,5.8,1,1,1,1,1,1
226,SA4514,0,1,0,0,0,1,0,0,1,1,0,0.666666667,4.5,1,1,0,SA,0,0,0,0,0,0,0,1,0,0,regular,4,6,6,5,4,5.25,4,3,4,4,5,4,6,5,5,6,5.5,2,3,4,6,3,3.6,1,1,1,0,0,1
227,SA1193,0,1,0,0,0,1,0,0,1,0,0,0.833333333,4,1,1,0,SA,1,0,0,0,0,0,0,1,0,0,regular,2.7,5,5,4,3,4.25,4,4,4,3,4,3.8,4,3,3,4,3.5,5,4,4,5,4,4.4,0,1,1,1,1,1
228,SA7567,1,0,0,1,0,0,0,0,0,0,1,0.833333333,4.222222222,1,1,0,SA,0,1,0,0,0,1,1,0,0,0,regular,4,6,4,4,3,4.25,1,3,3,3,1,2.2,4,5,5,4,4.5,6,6,6,6,6,6,0,1,1,1,1,1
229,SA2762,0,0,0,0,0,1,0,0,1,1,0,1,4.166666667,1,0,0,SA,1,0,0,1,1,0,1,0,0,0,regular,4,6,5,4,4,4.75,4,5,4,4,4,4.2,3,3,4,4,3.5,5,4,4,4,4,4.2,1,1,1,1,1,1
230,SA0775,0,0,0,0,1,0,0,0,0,1,0,0.666666667,3.388888889,1,1,0,SA,0,1,0,0,0,0,1,0,0,0,regular,3.7,4,5,5,1,3.75,5,5,4,1,3,3.6,4,3,2,3,3,4,3,2,3,4,3.2,1,1,1,0,0,1
231,SS0234,0,0,0,0,1,0,0,0,0,1,0,0.333333333,3.166666667,1,1,0,SS,0,0,0,0,0,0,0,0,0,0,jumbo,3,1,3,3,4,2.75,3,3,3,4,3,3.2,3,4,4,3,3.5,3,3,4,3,3,3.2,0,1,0,1,0,0
232,SS1963,0,1,0,0,0,0,0,1,0,1,1,1,4.055555556,1,1,0,SS,0,0,0,0,0,0,1,0,1,0,jumbo,4,6,4,4,3,4.25,4,4,5,4,3,4,4,5,3,3,3.75,5,4,3,6,3,4.2,1,1,1,1,1,1
233,SS2212,0,1,0,0,0,0,1,0,0,1,0,0.166666667,4,0,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,3.7,5,5,4,3,4.25,4,3,4,4,4,3.8,4,4,3,4,3.75,5,4,3,5,4,4.2,0,0,0,1,0,0
234,SS3375,0,1,0,0,1,0,0,0,1,1,0,1,4.388888889,1,1,0,SS,0,1,0,0,0,0,1,0,0,0,jumbo,4,5,5,4,3,4.25,5,5,5,4,4,4.6,5,4,5,4,4.5,4,4,4,5,4,4.2,1,1,1,1,1,1
235,SS2450,1,0,0,0,0,0,1,0,1,1,0,0.666666667,3.722222222,1,1,0,SS,0,1,0,0,1,0,1,0,0,0,jumbo,4,4,4,4,4,4,2,4,4,4,4,3.6,3,2,1,2,2,6,4,5,5,5,5,1,1,0,1,0,1
236,SS3713,0,1,0,0,0,0,1,0,1,1,0,1,2.888888889,1,1,0,SS,1,1,0,1,0,0,0,0,0,0,jumbo,3.7,4,2,1,1,2,5,5,5,3,2,4,2,1,1,2,1.5,4,5,2,5,2,3.6,1,1,1,1,1,1
237,SS4716,0,0,0,0,0,0,1,0,1,1,0,1,5.222222222,1,1,0,SS,1,0,0,0,0,0,0,0,0,0,jumbo,4,6,6,6,4,5.5,5,5,5,4,4,4.6,6,5,5,6,5.5,5,5,5,6,6,5.4,1,1,1,1,1,1
238,SS2088,0,1,0,1,0,0,0,0,1,0,0,0.833333333,4.111111111,0,0,0,SS,0,1,0,0,1,0,0,0,0,0,jumbo,2,5,4,5,5,4.75,5,2,3,4,4,3.6,5,4,5,4,4.5,5,3,4,5,2,3.8,1,0,1,1,1,1
239,SS5674,0,0,0,1,0,1,0,0,1,0,0,0.666666667,3.444444444,1,0,0,SS,0,0,0,0,1,0,1,0,0,0,jumbo,4,5,4,2,2,3.25,5,3,5,3,5,4.2,4,4,3,3,3.5,3,2,3,3,3,2.8,1,1,0,1,0,1
240,SS5691,0,1,0,0,0,1,1,0,1,0,0,1,4.888888889,1,1,0,SS,1,0,0,0,0,0,1,0,0,0,jumbo,4,6,6,5,5,5.5,6,5,3,3,3,4,6,6,4,6,5.5,5,5,5,5,4,4.8,1,1,1,1,1,1
241,SS2675,0,1,0,1,0,0,0,0,1,1,0,0.833333333,4.055555556,0,0,0,SS,0,1,1,0,0,0,1,0,0,0,jumbo,4,5,5,4,4,4.5,4,5,4,4,3,4,4,5,3,4,4,5,3,3,5,3,3.8,1,1,1,1,1,0
242,SS8876,0,1,0,0,0,1,0,0,0,0,0,0.166666667,4.222222222,1,1,0,SS,1,0,0,0,0,0,0,0,1,0,jumbo,3,5,5,4,3,4.25,5,4,4,3,5,4.2,4,3,3,4,3.5,5,5,3,6,5,4.8,0,0,0,1,0,0
243,SS9256,0,0,0,1,0,0,0,0,0,1,0,0.666666667,4.055555556,1,1,0,SS,0,0,1,0,0,0,0,0,0,0,jumbo,4,6,6,5,5,5.5,3,3,3,2,3,2.8,5,3,3,4,3.75,5,4,3,6,4,4.4,1,1,1,0,1,0
244,SS3156,0,1,0,1,0,0,0,0,0,0,0,0.166666667,4.277777778,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,2.3,5,4,4,4,4.25,3,4,5,3,5,4,5,4,4,5,4.5,5,5,3,5,4,4.4,0,0,1,0,0,0
245,SS7868,0,0,0,1,0,0,0,0,0,0,1,1,4.555555556,1,1,0,SS,0,0,1,0,0,1,1,0,0,0,jumbo,4,5,4,4,5,4.5,4,5,4,3,5,4.2,5,5,5,5,5,5,4,4,6,4,4.6,1,1,1,1,1,1
246,SS3233,0,1,0,1,0,0,0,0,0,1,0,0.833333333,5,1,0,0,SS,0,0,1,0,0,0,0,0,0,0,jumbo,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,1
247,SS2979,1,0,1,0,0,0,0,0,0,0,1,0.5,3.888888889,1,1,0,SS,0,1,0,0,0,1,0,0,0,1,jumbo,NA,5,4,5,5,4.75,4,4,4,3,2,3.4,6,5,4,3,4.5,5,2,2,5,2,3.2,1,0,1,1,0,0
248,SS1157,1,1,0,0,1,0,0,0,1,1,0,0.833333333,5.111111111,1,1,0,SS,0,1,0,0,0,1,0,1,0,0,jumbo,4,6,5,4,5,5,4,6,5,6,3,4.8,6,6,5,4,5.25,6,4,6,5,6,5.4,1,1,1,1,0,1
249,SS1608,1,0,0,0,0,0,0,0,0,1,0,0.166666667,3.5,1,1,0,SS,0,0,0,0,0,0,0,0,0,0,jumbo,4,4,4,4,4,4,3,3,3,4,3,3.2,3,3,4,3,3.25,4,3,4,4,3,3.6,0,1,0,0,0,0
250,SS4792,0,1,0,0,0,0,0,0,1,0,0,0.833333333,4.333333333,1,1,0,SS,1,1,0,0,0,0,0,1,0,0,jumbo,3.7,5,5,4,5,4.75,5,5,5,5,4,4.8,4,4,4,4,4,4,4,3,5,3,3.8,1,1,1,0,1,1
251,SS9777,0,1,0,0,0,1,0,0,0,1,0,0.5,3.777777778,1,1,0,SS,0,1,0,0,0,0,0,0,1,0,jumbo,4,5,4,5,3,4.25,5,4,3,4,3,3.8,5,3,3,5,4,5,2,5,2,2,3.2,1,0,1,0,0,1
252,SS8385,0,0,0,0,0,1,0,0,0,0,0,1,3.722222222,0,1,0,SS,1,1,0,0,0,0,0,0,0,0,jumbo,4,4,4,4,3,3.75,3,4,4,3,3,3.4,4,3,4,4,3.75,4,4,4,4,4,4,1,1,1,1,1,1
253,SS3185,0,1,0,0,0,1,0,0,1,0,0,0.833333333,3.777777778,1,1,0,SS,0,0,0,0,0,0,0,1,0,0,jumbo,4,6,5,4,4,4.75,4,2,4,3,2,3,5,5,4,5,4.75,3,2,2,5,3,3,1,1,1,1,0,1
254,SS8714,0,1,1,0,0,0,0,1,1,0,0,0.833333333,4.833333333,1,1,0,SS,1,0,0,1,0,0,0,1,1,0,jumbo,3.3,6,6,4,5,5.25,5,5,5,4,4,4.6,5,5,4,4,4.5,5,5,5,5,5,5,1,1,1,1,1,0
255,SS2562,0,0,0,0,0,0,0,1,1,0,1,0.5,3.666666667,0,1,0,SS,0,1,0,0,0,0,1,0,0,0,jumbo,3.7,5,4,4,3,4,4,4,4,3,3,3.6,4,3,3,4,3.5,4,4,3,4,3,3.6,0,1,1,0,0,1
256,SS0263,0,1,1,0,0,0,0,0,0,1,0,0.666666667,3.333333333,1,1,0,SS,0,1,0,0,0,0,1,0,0,0,jumbo,4,4,4,3,4,3.75,3,4,4,4,2,3.4,3,2,3,4,3,4,2,3,4,3,3.2,1,1,0,0,1,1
257,SS9760,1,0,0,0,0,0,0,1,1,1,0,1,3.666666667,1,0,0,SS,1,1,0,0,0,0,0,0,0,0,jumbo,4,5,5,5,5,5,4,4,3,3,3,3.4,3,3,3,4,3.25,4,2,3,4,3,3.2,1,1,1,1,1,1
258,SS2751,0,0,1,0,0,0,0,0,1,1,0,0.5,5.055555556,0,0,0,SS,1,0,0,1,1,0,1,1,0,0,jumbo,3.7,6,6,6,5,5.75,5,5,6,2,4,4.4,6,5,5,5,5.25,6,5,3,6,5,5,0,1,1,0,0,1
259,SS7048,0,0,0,1,0,0,0,0,1,0,1,0.333333333,4.555555556,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,2.3,5,6,6,1,4.5,6,5,6,2,6,5,6,2,2,6,4,5,6,1,6,5,4.6,0,0,0,1,0,1
260,SS3369,0,1,0,0,0,0,0,0,0,0,1,0.833333333,3.888888889,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,4,5,5,5,2,4.25,4,4,4,3,4,3.8,4,3,3,5,3.75,5,4,2,4,4,3.8,1,1,1,1,0,1
261,SS8976,0,1,0,0,0,0,1,0,1,1,0,0.666666667,4.388888889,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,2,6,5,4,4,4.75,5,3,5,5,5,4.6,4,4,4,5,4.25,5,5,3,5,2,4,1,0,1,1,0,1
262,SS0099,1,1,0,1,0,0,0,0,1,1,0,0.833333333,4.277777778,1,1,0,SS,1,0,1,0,0,0,0,1,0,0,jumbo,4,5,4,5,5,4.75,4,5,5,3,4,4.2,5,3,4,5,4.25,5,4,4,6,1,4,1,1,1,1,1,0
263,SS3867,0,1,0,0,0,1,0,0,0,0,1,0.666666667,4.611111111,1,1,0,SS,0,0,0,0,1,0,0,0,0,0,jumbo,1,5,5,5,2,4.25,4,5,5,5,3,4.4,5,5,5,4,4.75,6,5,5,5,4,5,1,0,1,1,0,1
264,SS3523,0,0,1,0,0,0,0,0,0,1,0,0.333333333,3.388888889,1,1,0,SS,0,0,0,0,0,0,1,1,0,1,jumbo,NA,3,3,3,3,3,3,4,4,4,4,3.8,4,3,3,3,3.25,4,4,3,4,2,3.4,0,0,1,0,0,1
265,SS3291,0,1,1,0,0,0,0,0,1,1,0,0.333333333,4.166666667,0,1,0,SS,0,0,0,1,0,0,1,0,0,1,jumbo,NA,6,5,5,2,4.5,6,5,5,1,5,4.4,5,3,3,3,3.5,3,4,2,6,6,4.2,1,0,0,1,0,0
266,SS2442,0,0,0,1,0,0,0,0,1,0,0,0.166666667,3.888888889,0,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,2.7,5,4,3,4,4,5,3,4,4,5,4.2,5,2,2,5,3.5,4,4,3,4,4,3.8,0,0,0,1,0,0
267,SS9741,0,0,0,0,0,1,0,0,0,1,0,0.666666667,6,1,1,0,SS,0,0,0,0,0,0,1,0,1,0,jumbo,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,1,1,0,1
268,SS8397,0,1,0,0,0,0,1,0,0,0,0,1,3.555555556,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,0,4,4,4,2,3.5,4,5,5,4,3,4.2,3,3,4,4,3.5,3,3,2,5,2,3,1,1,1,1,1,1
269,SS4934,0,0,0,1,0,0,0,0,0,1,0,0.5,3.722222222,1,1,0,SS,0,0,0,0,0,0,1,1,1,1,jumbo,NA,5,4,3,3,3.75,3,3,4,4,4,3.6,4,4,3,4,3.75,4,4,2,5,4,3.8,1,1,0,1,0,0
270,SS9816,0,1,0,0,0,0,1,0,1,1,0,0.666666667,4.333333333,1,1,0,SS,0,0,0,0,0,0,1,0,1,0,jumbo,3.3,6,6,6,3,5.25,4,5,5,4,5,4.6,6,4,2,4,4,5,4,4,1,4,3.6,1,1,1,0,0,1
271,SS0051,0,0,0,0,0,1,0,0,1,0,0,0.5,4.277777778,1,1,0,SS,0,1,1,0,0,0,1,0,0,0,jumbo,2.3,5,4,4,4,4.25,4,5,5,4,4,4.4,4,4,3,4,3.75,5,5,3,5,5,4.6,1,0,0,0,1,1
272,SS2492,0,0,0,0,0,0,0,0,1,0,1,0.666666667,4.944444444,1,1,0,SS,0,0,1,0,0,0,0,0,0,0,jumbo,1,6,6,5,4,5.25,6,6,6,4,6,5.6,5,4,4,5,4.5,5,5,4,3,5,4.4,1,0,1,1,0,1
273,SS1646,0,0,0,1,0,0,0,0,1,1,0,0.333333333,2.777777778,0,1,0,SS,0,1,0,0,0,0,1,0,0,0,jumbo,3,3,2,1,4,2.5,3,2,4,3,2,2.8,4,3,4,4,3.75,1,1,2,6,1,2.2,1,0,1,0,0,0
274,SS9790,0,0,0,1,0,0,0,0,0,1,0,0.833333333,3.666666667,1,0,0,SS,0,1,0,0,0,0,1,1,1,0,jumbo,0,5,5,4,3,4.25,4,2,3,2,3,2.8,4,4,4,4,4,4,3,2,5,5,3.8,1,1,1,1,1,0
275,SS8674,0,0,0,0,1,0,0,0,0,1,0,0.666666667,4.055555556,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,3.7,4,5,4,4,4.25,3,3,4,3,5,3.6,5,4,5,4,4.5,4,4,4,5,3,4,0,1,1,0,1,1
276,SS3087,0,0,1,0,0,0,0,0,0,1,0,0.666666667,3.833333333,1,1,0,SS,0,1,1,0,1,0,1,1,0,1,jumbo,NA,5,5,6,2,4.5,4,2,3,4,2,3,4,4,3,4,3.75,6,3,3,5,4,4.2,1,1,1,0,0,1
277,SS9278,0,0,0,1,0,0,0,0,0,0,0,0.666666667,4.5,1,1,0,SS,0,1,1,1,0,0,0,0,0,0,jumbo,4,3,4,2,4,3.25,3,4,4,5,4,4,6,6,5,5,5.5,6,5,3,6,6,5.2,1,1,1,1,0,0
278,SS1149,0,0,0,0,0,1,0,0,0,0,1,0.5,4.222222222,1,1,0,SS,1,1,0,0,1,0,1,1,0,0,jumbo,4,4,4,4,4,4,3,4,3,4,3,3.4,4,5,5,4,4.5,5,4,4,6,6,5,0,0,0,1,1,1
279,SS0927,0,1,0,0,0,1,1,0,1,0,0,0.833333333,4.555555556,1,1,0,SS,0,1,1,1,0,0,0,0,0,0,jumbo,4,6,5,3,5,4.75,4,3,3,4,2,3.2,6,6,5,6,5.75,6,5,4,6,3,4.8,1,0,1,1,1,1
280,SS2810,0,0,1,0,0,0,0,0,0,1,0,0.5,3.777777778,1,1,0,SS,0,0,0,0,0,1,0,0,1,1,jumbo,NA,5,5,3,2,3.75,3,2,3,2,5,3,4,5,3,4,4,5,4,2,6,5,4.4,0,1,1,1,0,0
281,SS4519,1,0,0,0,1,0,0,0,0,1,0,1,3.944444444,1,1,0,SS,0,1,0,0,0,0,0,0,0,0,jumbo,4,5,4,4,4,4.25,3,4,4,4,3,3.6,4,4,4,4,4,5,4,3,5,3,4,1,1,1,1,1,1
282,SS3628,0,0,0,1,0,0,0,0,1,0,0,0.833333333,3.888888889,1,1,0,SS,1,0,0,0,0,0,0,1,0,0,jumbo,1,5,4,4,2,3.75,4,4,5,5,3,4.2,5,5,3,5,4.5,5,2,2,5,2,3.2,1,1,1,1,1,0
283,SS6515,0,0,0,0,0,0,0,0,0,1,0,0.166666667,3.166666667,0,0,0,SS,1,0,1,0,0,0,0,0,0,1,jumbo,NA,4,4,2,2,3,2,3,3,3,3,2.8,4,3,3,4,3.5,4,3,3,4,3,3.4,0,1,0,0,0,0
284,SS1218,1,0,0,0,1,0,0,0,0,1,0,1,5.555555556,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,4,6,6,5,6,5.75,5,6,6,5,6,5.6,6,6,6,6,6,5,6,4,6,4,5,1,1,1,1,1,1
285,SS4404,0,1,0,0,1,0,0,0,0,1,0,1,3.277777778,1,1,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,4,5,4,4,3,4,3,3,3,2,4,3,2,3,2,3,2.5,4,4,2,5,3,3.6,1,1,1,1,1,1
286,SS7932,0,0,1,0,0,0,0,0,0,1,0,0.333333333,3.277777778,0,0,0,SS,0,0,0,0,0,0,1,0,0,0,jumbo,3,3,4,4,1,3,3,2,2,3,4,2.8,4,3,3,4,3.5,5,4,2,4,4,3.8,0,1,1,0,0,0
287,SS6586,0,1,0,1,0,0,0,0,0,1,0,0.666666667,4.333333333,0,1,0,SS,1,0,0,0,1,0,1,0,0,1,jumbo,NA,5,5,3,3,4,5,5,5,3,4,4.4,5,4,4,4,4.25,4,4,4,6,5,4.6,1,0,1,1,1,0
